username_attempted,password_attempted,ip_address,timestamp,browser,user_agent,session_id,login_status,label
user36,dummy_pw,192.168.1.248,2025-01-01 09:22:38.000000,Firefox,Mozilla/5.0 (Safari),20539dd0afbb4a95,success,normal
user90,dummy_pw,192.168.1.48,2025-01-01 09:26:40.000000,Firefox,Mozilla/5.0 (Safari),4c217813587b4bf9,success,normal
user64,dummy_pw,192.168.1.68,2025-01-01 09:29:50.000000,Safari,Mozilla/5.0 (Firefox),1563b619d3554c38,success,normal
user15,dummy_pw,192.168.1.54,2025-01-01 09:33:35.000000,Edge,Mozilla/5.0 (Firefox),27c2e3e9c17c41d8,success,normal
user117,dummy_pw,192.168.1.96,2025-01-01 09:34:49.000000,Firefox,Mozilla/5.0 (Edge),0597699cbd0b4a57,success,normal
user145,dummy_pw,192.168.1.158,2025-01-01 09:37:01.000000,Firefox,Mozilla/5.0 (Safari),f22f8a4bd51d4b19,success,normal
user81,dummy_pw,192.168.1.182,2025-01-01 09:54:00.000000,Firefox,Mozilla/5.0 (Edge),b6789f08af304687,success,normal
user1,dummy_pw,192.168.1.173,2025-01-01 09:55:42.000000,Chrome,Mozilla/5.0 (Chrome),5d3da1cda9004263,success,normal
user102,dummy_pw,192.168.1.69,2025-01-01 10:00:48.000000,Chrome,Mozilla/5.0 (Safari),612cf1ca3e554bcf,success,normal
user117,dummy_pw,192.168.1.186,2025-01-01 10:07:03.000000,Firefox,Mozilla/5.0 (Safari),0d48a7cdf16848c3,success,normal
user81,dummy_pw,192.168.1.248,2025-01-01 10:08:24.000000,Firefox,Mozilla/5.0 (Firefox),15176e919afb490a,success,normal
user104,dummy_pw,192.168.1.60,2025-01-01 10:23:33.000000,Firefox,Mozilla/5.0 (Firefox),eec077afe69e4904,success,normal
user121,dummy_pw,192.168.1.193,2025-01-01 10:24:41.000000,Chrome,Mozilla/5.0 (Edge),63639af242164e42,success,normal
user96,dummy_pw,192.168.1.88,2025-01-01 10:28:23.000000,Edge,Mozilla/5.0 (Edge),261022e4af094882,success,normal
user20,dummy_pw,192.168.1.18,2025-01-01 10:35:14.000000,Firefox,Mozilla/5.0 (Safari),d226e58a63a04b1a,success,normal
user30,dummy_pw,192.168.1.219,2025-01-01 10:38:40.000000,Edge,Mozilla/5.0 (Chrome),5a5f23d140bd4dae,success,normal
user105,dummy_pw,192.168.1.61,2025-01-01 10:44:27.000000,Edge,Mozilla/5.0 (Chrome),2987632c49914515,failed,normal
user73,dummy_pw,192.168.1.235,2025-01-01 10:47:56.000000,Edge,Mozilla/5.0 (Safari),72ef0c2dcac141ad,success,normal
user29,dummy_pw,192.168.1.191,2025-01-01 10:49:16.000000,Edge,Mozilla/5.0 (Firefox),e88c62aa50944833,success,normal
user121,dummy_pw,192.168.1.160,2025-01-01 10:49:20.000000,Edge,Mozilla/5.0 (Firefox),3aa287df18a842ce,success,normal
user137,dummy_pw,192.168.1.234,2025-01-01 10:57:49.000000,Safari,Mozilla/5.0 (Chrome),de15d0bf2b3c4031,success,normal
user69,dummy_pw,192.168.1.48,2025-01-01 11:06:29.000000,Edge,Mozilla/5.0 (Edge),a7beaac41d294a7c,failed,normal
user57,dummy_pw,192.168.1.231,2025-01-01 11:08:01.000000,Edge,Mozilla/5.0 (Chrome),9c204a1bf022400c,success,normal
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:49.092325,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:51.983674,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:54.271381,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:56.254554,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:56.880034,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:08:57.448362,Script/Bot,python-requests/2.31,475da34a475a433e,success,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:00.409038,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:02.304731,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:04.174541,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:04.447578,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:06.831091,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:09.400278,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:11.419070,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:12.703959,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:13.362561,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:14.706611,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:17.497829,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:18.320981,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:19.088915,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:19.784734,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:21.214733,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:23.340749,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:26.025992,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:28.399393,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:30.907513,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:32.211135,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:34.012551,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:36.008454,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:36.316288,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:37.795609,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:40.453393,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:42.159427,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:42.469332,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:44.811780,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:45.543361,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:48.219674,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:49.220235,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:50.244610,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user82,guessed_pw,10.0.74.187,2025-01-01 11:09:52.376478,Script/Bot,python-requests/2.31,475da34a475a433e,failed,brute_force
user63,dummy_pw,192.168.1.148,2025-01-01 11:17:56.000000,Chrome,Mozilla/5.0 (Firefox),e6b2755da0354766,success,normal
user29,dummy_pw,192.168.1.209,2025-01-01 11:20:45.000000,Safari,Mozilla/5.0 (Chrome),0123f7a29200424b,success,normal
user113,dummy_pw,192.168.1.34,2025-01-01 11:32:02.000000,Chrome,Mozilla/5.0 (Firefox),876b958f986b4729,success,normal
user118,dummy_pw,192.168.1.77,2025-01-01 11:41:35.000000,Firefox,Mozilla/5.0 (Chrome),2dae01e3c9724c72,success,normal
user85,dummy_pw,192.168.1.24,2025-01-01 11:45:31.000000,Chrome,Mozilla/5.0 (Chrome),a4c55f224ae74641,success,normal
user68,dummy_pw,192.168.1.29,2025-01-01 11:47:08.000000,Safari,Mozilla/5.0 (Edge),3af3920fe814406c,success,normal
user45,dummy_pw,192.168.1.65,2025-01-01 11:51:00.000000,Safari,Mozilla/5.0 (Safari),ba0cd11251434749,success,normal
user40,dummy_pw,192.168.1.41,2025-01-01 11:54:30.000000,Edge,Mozilla/5.0 (Chrome),dce5ceddbdc54ffb,success,normal
user33,dummy_pw,192.168.1.110,2025-01-01 12:06:27.000000,Chrome,Mozilla/5.0 (Safari),b3201fc5515c4d06,success,normal
user106,dummy_pw,192.168.1.83,2025-01-01 12:10:41.000000,Safari,Mozilla/5.0 (Safari),4ffbb3c70c154479,success,normal
user1,dummy_pw,192.168.1.221,2025-01-01 12:12:24.000000,Chrome,Mozilla/5.0 (Firefox),76dd548796f543a1,success,normal
user71,dummy_pw,192.168.1.2,2025-01-01 12:12:37.000000,Edge,Mozilla/5.0 (Firefox),31eb36919d2d4c54,success,normal
user106,dummy_pw,192.168.1.146,2025-01-01 12:19:44.000000,Firefox,Mozilla/5.0 (Firefox),11a5953cb4f34401,success,normal
user13,dummy_pw,192.168.1.27,2025-01-01 12:20:43.000000,Safari,Mozilla/5.0 (Chrome),7a9ef29da0df4889,success,normal
user91,dummy_pw,192.168.1.14,2025-01-01 12:32:35.000000,Edge,Mozilla/5.0 (Safari),484df277d2f64cbc,success,normal
user25,dummy_pw,192.168.1.102,2025-01-01 12:36:51.000000,Safari,Mozilla/5.0 (Firefox),3b577064e409477e,success,normal
user99,dummy_pw,192.168.1.43,2025-01-01 12:36:55.000000,Firefox,Mozilla/5.0 (Firefox),50a74068bc4c4e8d,success,normal
user72,dummy_pw,192.168.1.131,2025-01-01 12:39:59.000000,Firefox,Mozilla/5.0 (Safari),91103ffeaaf64f4f,success,normal
user6,dummy_pw,192.168.1.203,2025-01-01 12:40:58.000000,Edge,Mozilla/5.0 (Firefox),4fbba81baa9d490a,failed,normal
user119,dummy_pw,192.168.1.45,2025-01-01 12:41:14.000000,Safari,Mozilla/5.0 (Safari),b15f2b4337e4430a,success,normal
user49,dummy_pw,192.168.1.70,2025-01-01 12:45:10.000000,Safari,Mozilla/5.0 (Chrome),29823436ffb04c0b,success,normal
user43,dummy_pw,192.168.1.103,2025-01-01 12:46:15.000000,Edge,Mozilla/5.0 (Firefox),58f7bbb9371e4b53,success,normal
user121,dummy_pw,192.168.1.223,2025-01-01 12:54:31.000000,Chrome,Mozilla/5.0 (Safari),c37035851bec47ae,success,normal
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:35.177256,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:35.468066,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:37.357265,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:37.802833,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:40.785292,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:41.781558,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:43.941129,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:45.715225,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:48.013362,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:48.313714,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:49.417615,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:51.914356,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:54.475623,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:55.993910,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:58.600252,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:00:59.958774,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:00.744117,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:02.543945,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:04.224996,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:06.452404,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:08.859322,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:10.255072,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:11.182120,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:13.127204,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:15.047216,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:17.288933,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:19.751278,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:20.602899,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:21.344854,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:22.846534,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:25.111445,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:27.034307,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:27.361685,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:29.818607,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user13,guessed_pw,10.0.94.38,2025-01-01 13:01:31.812338,Script/Bot,python-requests/2.31,dfeae6a06dbf484e,failed,brute_force
user62,dummy_pw,192.168.1.64,2025-01-01 13:12:59.000000,Chrome,Mozilla/5.0 (Safari),5f113593040d451e,success,normal
user143,dummy_pw,192.168.1.152,2025-01-01 13:22:03.000000,Edge,Mozilla/5.0 (Chrome),ab20094c8daa4fe9,success,normal
user8,dummy_pw,192.168.1.124,2025-01-01 13:25:45.000000,Safari,Mozilla/5.0 (Safari),d52426db20954ac9,success,normal
user123,dummy_pw,192.168.1.24,2025-01-01 13:26:25.000000,Edge,Mozilla/5.0 (Safari),1b9689500b8647c8,success,normal
user29,dummy_pw,192.168.1.214,2025-01-01 13:29:49.000000,Firefox,Mozilla/5.0 (Firefox),eac05cd903144d8d,success,normal
user107,dummy_pw,192.168.1.54,2025-01-01 13:32:02.000000,Safari,Mozilla/5.0 (Safari),1d77486bf7a04b92,failed,normal
user146,dummy_pw,192.168.1.113,2025-01-01 13:32:07.000000,Firefox,Mozilla/5.0 (Firefox),00dfd46427b648ed,success,normal
user118,dummy_pw,192.168.1.30,2025-01-01 13:34:24.000000,Safari,Mozilla/5.0 (Chrome),c82386843b2944ee,success,normal
user124,dummy_pw,192.168.1.88,2025-01-01 13:38:54.000000,Edge,Mozilla/5.0 (Edge),f6491c728676440b,success,normal
user55,dummy_pw,192.168.1.108,2025-01-01 13:40:37.000000,Safari,Mozilla/5.0 (Edge),dd3210114574454b,success,normal
user60,dummy_pw,192.168.1.183,2025-01-01 13:56:57.000000,Firefox,Mozilla/5.0 (Chrome),169263fa423c4a93,success,normal
user117,dummy_pw,192.168.1.177,2025-01-01 14:10:59.000000,Firefox,Mozilla/5.0 (Edge),d19cceee0e544921,success,normal
user37,dummy_pw,192.168.1.17,2025-01-01 14:11:59.000000,Firefox,Mozilla/5.0 (Edge),dd1a9a6efc7d4b58,success,normal
user91,dummy_pw,192.168.1.103,2025-01-01 14:14:54.000000,Chrome,Mozilla/5.0 (Safari),fc5fd843ff9441f0,success,normal
user41,dummy_pw,192.168.1.115,2025-01-01 14:22:42.000000,Edge,Mozilla/5.0 (Edge),7093298c47354de4,success,normal
user40,dummy_pw,192.168.1.122,2025-01-01 14:26:55.000000,Edge,Mozilla/5.0 (Edge),dd8c9c3833f84472,success,normal
user29,dummy_pw,192.168.1.243,2025-01-01 14:28:44.000000,Firefox,Mozilla/5.0 (Chrome),2645ce6f8d93478b,success,normal
user51,dummy_pw,192.168.1.153,2025-01-01 14:32:02.000000,Firefox,Mozilla/5.0 (Chrome),ea482b44dfa24ec5,success,normal
user74,dummy_pw,192.168.1.167,2025-01-01 14:35:14.000000,Chrome,Mozilla/5.0 (Safari),542c188ed9394431,success,normal
user61,dummy_pw,192.168.1.119,2025-01-01 14:44:24.000000,Safari,Mozilla/5.0 (Safari),47ad4bbe14604195,success,normal
user19,dummy_pw,192.168.1.70,2025-01-01 14:58:25.000000,Firefox,Mozilla/5.0 (Safari),5b8f177b234142e6,success,normal
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:30.615669,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:31.593646,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:32.580367,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:32.820135,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:33.509054,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:34.132234,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:36.594188,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:38.756358,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:41.194600,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:42.354574,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:42.960771,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:43.592392,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:46.574432,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:47.440685,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:49.425894,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:51.682105,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:53.680436,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
user7,guessed_pw,10.0.146.125,2025-01-01 15:00:54.205220,Script/Bot,python-requests/2.31,de8227ff57a24d83,failed,brute_force
